Time (s),Pack Current (A),Mode,Cell 1 Voltage (V),Cell 1 SoC (%),Cell 1 Balancing Active,Cell 2 Voltage (V),Cell 2 SoC (%),Cell 2 Balancing Active,Cell 3 Voltage (V),Cell 3 SoC (%),Cell 3 Balancing Active,Cell 4 Voltage (V),Cell 4 SoC (%),Cell 4 Balancing Active
563,1.5,CC,3.625683333333337,24.383333333333862,0.0,3.5982482993197324,19.57482993197322,0.0,3.651895424836601,29.199346405228727,0.0,3.6082130376344135,21.459005376344816,0.0
564,1.5,CC,3.6258000000000035,24.400000000000528,0.0,3.598418367346943,19.591836734694308,0.0,3.6520098039215685,29.21568627450977,0.0,3.6083306451612955,21.475806451613636,0.0
565,1.5,CC,3.6259166666666705,24.416666666667197,0.0,3.598588435374154,19.6088435374154,0.0,3.652124183006536,29.23202614379082,0.0,3.608448252688177,21.492607526882455,0.0
566,1.5,CC,3.626033333333337,24.433333333333866,0.0,3.5987585034013647,19.625850340136488,0.0,3.652238562091503,29.248366013071863,0.0,3.6085658602150588,21.50940860215127,0.0
567,1.5,CC,3.6261500000000035,24.450000000000532,0.0,3.598928571428576,19.64285714285758,0.0,3.6523529411764706,29.26470588235291,0.0,3.6086834677419404,21.52620967742009,0.0
568,1.5,CC,3.62626666666667,24.4666666666672,0.0,3.5990986394557867,19.659863945578667,0.0,3.652467320261438,29.281045751633954,0.0,3.6088010752688224,21.54301075268891,0.0
569,1.5,CC,3.626383333333337,24.483333333333867,0.0,3.5992687074829974,19.676870748299756,0.0,3.6525816993464053,29.297385620915,0.0,3.608918682795704,21.559811827957727,0.0
570,1.5,CC,3.6265000000000036,24.500000000000536,0.0,3.5994387755102086,19.693877551020847,0.0,3.6526960784313727,29.313725490196045,0.0,3.6090362903225857,21.576612903226547,0.0
571,1.5,CC,3.62661666666667,24.516666666667202,0.0,3.5996088435374194,19.710884353741935,0.0,3.65281045751634,29.330065359477093,0.0,3.6091538978494673,21.593413978495366,0.0
572,1.5,CC,3.626733333333337,24.53333333333387,0.0,3.59977891156463,19.727891156463027,0.0,3.652924836601307,29.346405228758137,0.0,3.6092715053763493,21.610215053764183,0.0
573,1.5,CC,3.6268500000000037,24.550000000000537,0.0,3.5999489795918413,19.744897959184115,0.0,3.6530392156862743,29.362745098039184,0.0,3.609389112903231,21.627016129033002,0.0
574,1.5,CC,3.6269666666666702,24.566666666667206,0.0,3.600119047619052,19.761904761905207,0.0,3.6531535947712417,29.379084967320228,0.0,3.6095067204301126,21.643817204301822,0.0
575,1.5,CC,3.6270833333333368,24.583333333333872,0.0,3.600289115646263,19.778911564626295,0.0,3.653267973856209,29.395424836601276,0.0,3.609624327956994,21.660618279570638,0.0
576,1.5,CC,3.6272000000000038,24.60000000000054,0.0,3.600459183673474,19.795918367347383,0.0,3.6533823529411764,29.41176470588232,0.0,3.6097419354838762,21.677419354839458,0.0
577,1.5,CC,3.6273166666666703,24.616666666667207,0.0,3.600629251700685,19.812925170068475,0.0,3.653496732026144,29.428104575163367,0.0,3.609859543010758,21.694220430108277,0.0
578,1.5,CC,3.627433333333337,24.633333333333876,0.0,3.6007993197278956,19.829931972789563,0.0,3.653611111111111,29.44444444444441,0.0,3.6099771505376395,21.711021505377097,0.0
579,1.5,CC,3.627550000000004,24.650000000000542,0.0,3.6009693877551068,19.846938775510655,0.0,3.6537254901960785,29.46078431372546,0.0,3.6100947580645215,21.727822580645913,0.0
580,1.5,CC,3.6276666666666704,24.66666666666721,0.0,3.6011394557823175,19.863945578231743,0.0,3.653839869281046,29.477124183006502,0.0,3.610212365591403,21.744623655914733,0.0
581,1.5,CC,3.627783333333337,24.683333333333877,0.0,3.6013095238095283,19.88095238095283,0.0,3.6539542483660132,29.49346405228755,0.0,3.6103299731182847,21.761424731183553,0.0
582,1.5,CC,3.627900000000004,24.700000000000546,0.0,3.601479591836739,19.897959183673922,0.0,3.65406862745098,29.509803921568594,0.0,3.6104475806451664,21.77822580645237,0.0
583,1.5,CC,3.6280166666666704,24.716666666667216,0.0,3.6016496598639502,19.91496598639501,0.0,3.6541830065359475,29.52614379084964,0.0,3.6105651881720484,21.79502688172119,0.0
584,1.5,CC,3.628133333333337,24.73333333333388,0.0,3.601819727891161,19.931972789116102,0.0,3.654297385620915,29.542483660130685,0.0,3.61068279569893,21.811827956990008,0.0
585,1.5,CC,3.6282500000000035,24.75000000000055,0.0,3.6019897959183718,19.94897959183719,0.0,3.6544117647058822,29.558823529411733,0.0,3.6108004032258116,21.828629032258824,0.0
586,1.5,CC,3.6283666666666705,24.766666666667216,0.0,3.602159863945583,19.96598639455828,0.0,3.6545261437908496,29.575163398692776,0.0,3.6109180107526933,21.845430107527644,0.0
587,1.5,CC,3.628483333333337,24.783333333333886,0.0,3.6023299319727937,19.98299319727937,0.0,3.654640522875817,29.591503267973824,0.0,3.6110356182795753,21.862231182796464,0.0
588,1.5,CC,3.6286000000000036,24.80000000000055,0.0,3.602500000000003,20.00000000000046,0.0,3.6547549019607843,29.607843137254868,0.0,3.611153225806457,21.87903225806528,0.0
589,1.5,CC,3.6287166666666706,24.81666666666722,0.0,3.6026190476190507,20.01700680272155,0.0,3.6548692810457517,29.624183006535915,0.0,3.6112708333333385,21.8958333333341,0.0
590,1.5,CC,3.628833333333337,24.833333333333886,0.0,3.6027380952380983,20.034013605442638,0.0,3.654983660130719,29.64052287581696,0.0,3.61138844086022,21.91263440860292,0.0
591,1.5,CC,3.6289500000000037,24.850000000000556,0.0,3.6028571428571463,20.051020408163726,0.0,3.6550980392156864,29.656862745098007,0.0,3.611506048387102,21.929435483871735,0.0
592,1.5,CC,3.6290666666666707,24.86666666666722,0.0,3.602976190476194,20.068027210884818,0.0,3.6552124183006534,29.67320261437905,0.0,3.611623655913984,21.946236559140555,0.0
593,1.5,CC,3.629183333333337,24.88333333333389,0.0,3.6030952380952415,20.085034013605906,0.0,3.6553267973856207,29.689542483660098,0.0,3.6117412634408654,21.963037634409375,0.0
594,1.5,CC,3.6293000000000037,24.900000000000556,0.0,3.603214285714289,20.102040816326998,0.0,3.655441176470588,29.705882352941142,0.0,3.611858870967747,21.979838709678194,0.0
595,1.5,CC,3.6294166666666703,24.916666666667226,0.0,3.6033333333333366,20.119047619048086,0.0,3.6555555555555554,29.72222222222219,0.0,3.611976478494629,21.99663978494701,0.0
596,1.5,CC,3.6295333333333373,24.93333333333389,0.0,3.603452380952384,20.136054421769174,0.0,3.655669934640523,29.738562091503233,0.0,3.6120940860215107,22.01344086021583,0.0
597,1.5,CC,3.629650000000004,24.95000000000056,0.0,3.6035714285714318,20.153061224490266,0.0,3.65578431372549,29.75490196078428,0.0,3.6122116935483923,22.03024193548465,0.0
598,1.5,CC,3.6297666666666704,24.96666666666723,0.0,3.6036904761904793,20.170068027211354,0.0,3.6558986928104575,29.771241830065325,0.0,3.6123293010752744,22.047043010753466,0.0
599,1.5,CC,3.6298833333333373,24.983333333333896,0.0,3.6038095238095273,20.187074829932445,0.0,3.656013071895425,29.787581699346372,0.0,3.612446908602156,22.063844086022286,0.0
600,1.5,CC,3.630000000000004,25.00000000000056,0.0,3.603928571428575,20.204081632653534,0.0,3.6561274509803923,29.803921568627416,0.0,3.6125645161290376,22.080645161291105,0.0
601,1.5,CC,3.6301166666666704,25.016666666667227,0.0,3.6040476190476225,20.221088435374625,0.0,3.6562418300653596,29.820261437908464,0.0,3.6126821236559192,22.09744623655992,0.0
602,1.5,CC,3.630233333333337,25.03333333333389,0.0,3.60416666666667,20.238095238095713,0.0,3.6563562091503266,29.836601307189508,0.0,3.6127997311828013,22.11424731182874,0.0
603,1.5,CC,3.630350000000004,25.050000000000555,0.0,3.6042857142857176,20.2551020408168,0.0,3.656470588235294,29.852941176470555,0.0,3.612917338709683,22.13104838709756,0.0
604,1.5,CC,3.6304666666666705,25.06666666666722,0.0,3.604404761904765,20.272108843537893,0.0,3.6565849673202613,29.8692810457516,0.0,3.6130349462365645,22.147849462366377,0.0
605,1.5,CC,3.630583333333337,25.083333333333886,0.0,3.604523809523813,20.28911564625898,0.0,3.6566993464052286,29.885620915032646,0.0,3.613152553763446,22.164650537635197,0.0
606,1.5,CC,3.6307000000000036,25.10000000000055,0.0,3.6046428571428604,20.306122448980073,0.0,3.656813725490196,29.90196078431369,0.0,3.613270161290328,22.181451612904016,0.0
607,1.5,CC,3.6308166666666706,25.116666666667214,0.0,3.604761904761908,20.32312925170116,0.0,3.6569281045751634,29.918300653594738,0.0,3.61338776881721,22.198252688172833,0.0
608,1.5,CC,3.630933333333337,25.13333333333388,0.0,3.604880952380956,20.34013605442225,0.0,3.6570424836601307,29.93464052287578,0.0,3.6135053763440914,22.215053763441652,0.0
609,1.5,CC,3.6310500000000037,25.150000000000546,0.0,3.6050000000000035,20.35714285714334,0.0,3.657156862745098,29.95098039215683,0.0,3.613622983870973,22.231854838710472,0.0
610,1.5,CC,3.63116666666667,25.166666666667208,0.0,3.605119047619051,20.37414965986443,0.0,3.6572712418300655,29.967320261437873,0.0,3.613740591397855,22.24865591397929,0.0
611,1.5,CC,3.631283333333337,25.183333333333874,0.0,3.6052380952380987,20.39115646258552,0.0,3.657385620915033,29.98366013071892,0.0,3.6138581989247367,22.265456989248108,0.0
612,1.5,CC,3.6314000000000037,25.20000000000054,0.0,3.6053571428571463,20.40816326530661,0.0,3.6574999999999998,29.999999999999964,0.0,3.6139758064516183,22.282258064516927,0.0
613,1.5,CC,3.6315166666666703,25.216666666667205,0.0,3.605476190476194,20.425170068027697,0.0,3.6575980392156864,30.016339869281012,0.0,3.6140934139785,22.299059139785747,0.0
614,1.5,CC,3.631633333333337,25.233333333333867,0.0,3.6055952380952414,20.44217687074879,0.0,3.6576960784313726,30.032679738562056,0.0,3.614211021505382,22.315860215054563,0.0
615,1.5,CC,3.631750000000004,25.250000000000533,0.0,3.605714285714289,20.459183673469877,0.0,3.6577941176470588,30.049019607843103,0.0,3.6143286290322636,22.332661290323383,0.0
616,1.5,CC,3.6318666666666704,25.2666666666672,0.0,3.605833333333337,20.47619047619097,0.0,3.657892156862745,30.065359477124147,0.0,3.614446236559145,22.349462365592203,0.0
617,1.5,CC,3.631983333333337,25.283333333333864,0.0,3.6059523809523846,20.493197278912056,0.0,3.6579901960784316,30.081699346405195,0.0,3.6145638440860273,22.36626344086102,0.0
618,1.5,CC,3.6321000000000034,25.300000000000527,0.0,3.606071428571432,20.510204081633145,0.0,3.6580882352941178,30.09803921568624,0.0,3.614681451612909,22.38306451612984,0.0
619,1.5,CC,3.6322166666666704,25.316666666667192,0.0,3.6061904761904797,20.527210884354236,0.0,3.658186274509804,30.114379084967286,0.0,3.6147990591397905,22.399865591398658,0.0
620,1.5,CC,3.632333333333337,25.333333333333858,0.0,3.6063095238095273,20.544217687075324,0.0,3.65828431372549,30.13071895424833,0.0,3.614916666666672,22.416666666667474,0.0
621,1.5,CC,3.6324500000000035,25.350000000000524,0.0,3.606428571428575,20.561224489796416,0.0,3.6583823529411763,30.147058823529377,0.0,3.615034274193554,22.433467741936294,0.0
622,1.5,CC,3.63256666666667,25.366666666667186,0.0,3.6065476190476224,20.578231292517504,0.0,3.658480392156863,30.16339869281042,0.0,3.615151881720436,22.450268817205114,0.0
623,1.5,CC,3.632683333333337,25.38333333333385,0.0,3.60666666666667,20.595238095238592,0.0,3.658578431372549,30.17973856209147,0.0,3.6152694892473174,22.46706989247393,0.0
624,1.5,CC,3.6328000000000036,25.400000000000517,0.0,3.606785714285718,20.612244897959684,0.0,3.6586764705882353,30.196078431372513,0.0,3.615387096774199,22.48387096774275,0.0
625,1.5,CC,3.63291666666667,25.416666666667183,0.0,3.6069047619047656,20.629251700680772,0.0,3.6587745098039215,30.21241830065356,0.0,3.615504704301081,22.50067204301157,0.0
626,1.5,CC,3.6330333333333367,25.433333333333845,0.0,3.607023809523813,20.646258503401864,0.0,3.6588725490196077,30.228758169934604,0.0,3.6156223118279627,22.51747311828039,0.0
627,1.5,CC,3.6331500000000037,25.45000000000051,0.0,3.6071428571428608,20.663265306122952,0.0,3.6589705882352943,30.24509803921565,0.0,3.6157399193548443,22.534274193549205,0.0
628,1.5,CC,3.63326666666667,25.466666666667177,0.0,3.6072619047619083,20.68027210884404,0.0,3.6590686274509805,30.261437908496696,0.0,3.615857526881726,22.551075268818025,0.0
629,1.5,CC,3.6333833333333367,25.483333333333842,0.0,3.607380952380956,20.69727891156513,0.0,3.6591666666666667,30.277777777777743,0.0,3.615975134408608,22.567876344086844,0.0
630,1.5,CC,3.6335000000000033,25.500000000000504,0.0,3.6075000000000035,20.71428571428622,0.0,3.659264705882353,30.294117647058787,0.0,3.6160927419354896,22.58467741935566,0.0
631,1.5,CC,3.6336166666666703,25.51666666666717,0.0,3.607619047619051,20.73129251700731,0.0,3.659362745098039,30.310457516339834,0.0,3.616210349462371,22.60147849462448,0.0
632,1.5,CC,3.633733333333337,25.533333333333836,0.0,3.6077380952380986,20.7482993197284,0.0,3.6594607843137257,30.32679738562088,0.0,3.6163279569892532,22.6182795698933,0.0
633,1.5,CC,3.6338500000000034,25.5500000000005,0.0,3.6078571428571466,20.765306122449488,0.0,3.659558823529412,30.343137254901926,0.0,3.616445564516135,22.635080645162116,0.0
634,1.5,CC,3.63396666666667,25.566666666667164,0.0,3.6079761904761942,20.78231292517058,0.0,3.659656862745098,30.35947712418297,0.0,3.6165631720430165,22.651881720430936,0.0
635,1.5,CC,3.634083333333337,25.58333333333383,0.0,3.608095238095242,20.799319727891667,0.0,3.6597549019607842,30.375816993464017,0.0,3.616680779569898,22.668682795699755,0.0
636,1.5,CC,3.6342000000000034,25.600000000000495,0.0,3.6082142857142894,20.81632653061276,0.0,3.6598529411764704,30.39215686274506,0.0,3.61679838709678,22.68548387096857,0.0
637,1.5,CC,3.63431666666667,25.61666666666716,0.0,3.608333333333337,20.833333333333847,0.0,3.659950980392157,30.40849673202611,0.0,3.6169159946236618,22.70228494623739,0.0
638,1.5,CC,3.6344333333333365,25.633333333333823,0.0,3.6084523809523845,20.85034013605494,0.0,3.6600490196078432,30.424836601307153,0.0,3.6170336021505434,22.71908602150621,0.0
639,1.5,CC,3.6345500000000035,25.65000000000049,0.0,3.608571428571432,20.867346938776027,0.0,3.6601470588235294,30.4411764705882,0.0,3.617151209677425,22.735887096775027,0.0
640,1.5,CC,3.63466666666667,25.666666666667155,0.0,3.6086904761904797,20.884353741497115,0.0,3.6602450980392156,30.457516339869244,0.0,3.617268817204307,22.752688172043847,0.0
641,1.5,CC,3.6347833333333366,25.68333333333382,0.0,3.6088095238095277,20.901360544218207,0.0,3.660343137254902,30.47385620915029,0.0,3.6173864247311887,22.769489247312666,0.0
642,1.5,CC,3.634900000000003,25.700000000000482,0.0,3.6089285714285753,20.918367346939295,0.0,3.6604411764705884,30.490196078431335,0.0,3.6175040322580703,22.786290322581486,0.0
643,1.5,CC,3.63501666666667,25.716666666667148,0.0,3.609047619047623,20.935374149660387,0.0,3.6605392156862746,30.506535947712383,0.0,3.617621639784952,22.803091397850302,0.0
644,1.5,CC,3.6351333333333367,25.733333333333814,0.0,3.6091666666666704,20.952380952381475,0.0,3.660637254901961,30.522875816993427,0.0,3.617739247311834,22.819892473119122,0.0
645,1.5,CC,3.635250000000003,25.75000000000048,0.0,3.609285714285718,20.969387755102563,0.0,3.660735294117647,30.539215686274474,0.0,3.6178568548387156,22.83669354838794,0.0
646,1.5,CC,3.6353666666666697,25.766666666667142,0.0,3.6094047619047656,20.986394557823655,0.0,3.660833333333333,30.555555555555518,0.0,3.617974462365597,22.853494623656758,0.0
647,1.5,CC,3.6354833333333367,25.783333333333808,0.0,3.609523809523813,21.003401360544743,0.0,3.66093137254902,30.571895424836566,0.0,3.618092069892479,22.870295698925577,0.0
648,1.5,CC,3.6356000000000033,25.800000000000473,0.0,3.6096428571428607,21.020408163265834,0.0,3.661029411764706,30.58823529411761,0.0,3.618209677419361,22.887096774194397,0.0
649,1.5,CC,3.63571666666667,25.81666666666714,0.0,3.6097619047619087,21.037414965986923,0.0,3.661127450980392,30.604575163398657,0.0,3.6183272849462425,22.903897849463213,0.0
650,1.5,CC,3.6358333333333364,25.8333333333338,0.0,3.6098809523809563,21.05442176870801,0.0,3.6612254901960783,30.6209150326797,0.0,3.618444892473124,22.920698924732033,0.0
651,1.5,CC,3.6359500000000033,25.850000000000467,0.0,3.610000000000004,21.071428571429102,0.0,3.6613235294117645,30.63725490196075,0.0,3.618562500000006,22.937500000000853,0.0
652,1.5,CC,3.63606666666667,25.866666666667133,0.0,3.6101190476190514,21.08843537415019,0.0,3.661421568627451,30.653594771241792,0.0,3.6186801075268877,22.95430107526967,0.0
653,1.5,CC,3.6361833333333364,25.8833333333338,0.0,3.610238095238099,21.105442176871282,0.0,3.6615196078431373,30.66993464052284,0.0,3.6187977150537693,22.97110215053849,0.0
654,1.5,CC,3.636300000000003,25.90000000000046,0.0,3.6103571428571466,21.12244897959237,0.0,3.6616176470588235,30.686274509803884,0.0,3.618915322580651,22.987903225807308,0.0
655,1.5,CC,3.63641666666667,25.916666666667126,0.0,3.610476190476194,21.13945578231346,0.0,3.6617156862745097,30.70261437908493,0.0,3.619032930107533,23.004704301076124,0.0
656,1.5,CC,3.6365333333333365,25.933333333333792,0.0,3.6105952380952417,21.15646258503455,0.0,3.661813725490196,30.718954248365975,0.0,3.6191505376344146,23.021505376344944,0.0
657,1.5,CC,3.636650000000003,25.950000000000458,0.0,3.6107142857142893,21.173469387755638,0.0,3.6619117647058825,30.735294117647022,0.0,3.6192681451612962,23.038306451613764,0.0
658,1.5,CC,3.6367666666666696,25.96666666666712,0.0,3.6108333333333373,21.19047619047673,0.0,3.6620098039215687,30.751633986928066,0.0,3.619385752688178,23.055107526882583,0.0
659,1.5,CC,3.6368833333333366,25.983333333333785,0.0,3.610952380952385,21.207482993197818,0.0,3.662107843137255,30.767973856209114,0.0,3.61950336021506,23.0719086021514,0.0
660,1.5,CC,3.637000000000003,26.00000000000045,0.0,3.6110714285714325,21.224489795918906,0.0,3.662205882352941,30.784313725490158,0.0,3.6196209677419415,23.08870967742022,0.0
661,1.5,CC,3.6371166666666697,26.016666666667117,0.0,3.61119047619048,21.241496598639998,0.0,3.6623039215686273,30.800653594771205,0.0,3.619738575268823,23.10551075268904,0.0
662,1.5,CC,3.637233333333336,26.03333333333378,0.0,3.6113095238095276,21.258503401361086,0.0,3.662401960784314,30.81699346405225,0.0,3.6198561827957048,23.122311827957855,0.0
663,1.5,CC,3.637350000000003,26.050000000000445,0.0,3.611428571428575,21.275510204082178,0.0,3.6625,30.833333333333297,0.0,3.619973790322587,23.139112903226675,0.0
664,1.5,CC,3.6374666666666697,26.06666666666711,0.0,3.611547619047623,21.292517006803266,0.0,3.6625980392156863,30.84967320261434,0.0,3.6200913978494684,23.155913978495494,0.0
665,1.5,CC,3.6375833333333363,26.083333333333776,0.0,3.6116666666666704,21.309523809524357,0.0,3.6626960784313725,30.866013071895388,0.0,3.62020900537635,23.17271505376431,0.0
666,1.5,CC,3.637700000000003,26.10000000000044,0.0,3.6117857142857184,21.326530612245445,0.0,3.6627941176470586,30.882352941176432,0.0,3.6203266129032317,23.18951612903313,0.0
667,1.5,CC,3.63781666666667,26.116666666667104,0.0,3.611904761904766,21.343537414966534,0.0,3.6628921568627453,30.89869281045748,0.0,3.6204442204301137,23.20631720430195,0.0
668,1.5,CC,3.6379333333333363,26.13333333333377,0.0,3.6120238095238135,21.360544217687625,0.0,3.6629901960784315,30.915032679738523,0.0,3.6205618279569953,23.223118279570766,0.0
669,1.5,CC,3.638050000000003,26.150000000000436,0.0,3.612142857142861,21.377551020408713,0.0,3.6630882352941176,30.93137254901957,0.0,3.620679435483877,23.239919354839586,0.0
670,1.5,CC,3.6381666666666694,26.166666666667098,0.0,3.6122619047619087,21.394557823129805,0.0,3.663186274509804,30.947712418300615,0.0,3.620797043010759,23.256720430108405,0.0
671,1.5,CC,3.6382833333333364,26.183333333333763,0.0,3.6123809523809562,21.411564625850893,0.0,3.66328431372549,30.964052287581662,0.0,3.6209146505376406,23.27352150537722,0.0
672,1.5,CC,3.638400000000003,26.20000000000043,0.0,3.612500000000004,21.42857142857198,0.0,3.6633823529411766,30.980392156862706,0.0,3.6210322580645222,23.29032258064604,0.0
673,1.5,CC,3.6385166666666695,26.216666666667095,0.0,3.6126190476190514,21.445578231293073,0.0,3.663480392156863,30.996732026143754,0.0,3.621149865591404,23.30712365591486,0.0
674,1.5,CC,3.638633333333336,26.233333333333757,0.0,3.6127380952380994,21.46258503401416,0.0,3.663578431372549,31.013071895424797,0.0,3.621267473118286,23.32392473118368,0.0
675,1.5,CC,3.638750000000003,26.250000000000423,0.0,3.612857142857147,21.479591836735253,0.0,3.663676470588235,31.029411764705845,0.0,3.6213850806451675,23.340725806452497,0.0
676,1.5,CC,3.6388666666666696,26.26666666666709,0.0,3.6129761904761946,21.49659863945634,0.0,3.6637745098039214,31.04575163398689,0.0,3.621502688172049,23.357526881721316,0.0
677,1.5,CC,3.638983333333336,26.283333333333754,0.0,3.613095238095242,21.51360544217743,0.0,3.663872549019608,31.062091503267936,0.0,3.6216202956989307,23.374327956990136,0.0
678,1.5,CC,3.6391000000000027,26.300000000000416,0.0,3.6132142857142897,21.53061224489852,0.0,3.663970588235294,31.07843137254898,0.0,3.621737903225813,23.391129032258952,0.0
679,1.5,CC,3.6392166666666697,26.316666666667082,0.0,3.6133333333333373,21.54761904761961,0.0,3.6640686274509804,31.094771241830028,0.0,3.6218555107526944,23.407930107527772,0.0
680,1.5,CC,3.639333333333336,26.333333333333748,0.0,3.613452380952385,21.5646258503407,0.0,3.6641666666666666,31.11111111111107,0.0,3.621973118279576,23.42473118279659,0.0
681,1.5,CC,3.6394500000000027,26.350000000000414,0.0,3.6135714285714324,21.58163265306179,0.0,3.6642647058823528,31.12745098039212,0.0,3.6220907258064576,23.441532258065408,0.0
682,1.5,CC,3.6395666666666693,26.366666666667076,0.0,3.61369047619048,21.598639455782877,0.0,3.6643627450980394,31.143790849673163,0.0,3.6222083333333397,23.458333333334227,0.0
683,1.5,CC,3.6396833333333363,26.38333333333374,0.0,3.613809523809528,21.61564625850397,0.0,3.6644607843137256,31.16013071895421,0.0,3.6223259408602213,23.475134408603047,0.0
684,1.5,CC,3.639800000000003,26.400000000000407,0.0,3.6139285714285756,21.632653061225056,0.0,3.6645588235294118,31.176470588235254,0.0,3.622443548387103,23.491935483871863,0.0
685,1.5,CC,3.6399166666666694,26.416666666667073,0.0,3.614047619047623,21.649659863946148,0.0,3.664656862745098,31.192810457516302,0.0,3.6225611559139845,23.508736559140683,0.0
686,1.5,CC,3.640033333333336,26.433333333333735,0.0,3.6141666666666707,21.666666666667236,0.0,3.664754901960784,31.209150326797346,0.0,3.6226787634408666,23.525537634409503,0.0
687,1.5,CC,3.640150000000003,26.4500000000004,0.0,3.6142857142857183,21.683673469388324,0.0,3.6648529411764708,31.225490196078393,0.0,3.622796370967748,23.54233870967832,0.0
688,1.5,CC,3.6402666666666694,26.466666666667066,0.0,3.614404761904766,21.700680272109416,0.0,3.664950980392157,31.241830065359437,0.0,3.62291397849463,23.55913978494714,0.0
689,1.5,CC,3.640383333333336,26.483333333333732,0.0,3.6145238095238135,21.717687074830504,0.0,3.665049019607843,31.258169934640485,0.0,3.623031586021512,23.575940860215958,0.0
690,1.5,CC,3.6405000000000025,26.500000000000394,0.0,3.614642857142861,21.734693877551596,0.0,3.6651470588235293,31.27450980392153,0.0,3.6231491935483935,23.592741935484778,0.0
691,1.5,CC,3.6406166666666695,26.51666666666706,0.0,3.614761904761909,21.751700680272684,0.0,3.6652450980392155,31.290849673202576,0.0,3.623266801075275,23.609543010753594,0.0
692,1.5,CC,3.640733333333336,26.533333333333726,0.0,3.6148809523809566,21.768707482993772,0.0,3.665343137254902,31.30718954248362,0.0,3.6233844086021567,23.626344086022414,0.0
693,1.5,CC,3.6408500000000026,26.55000000000039,0.0,3.615000000000004,21.785714285714864,0.0,3.6654411764705883,31.323529411764667,0.0,3.6235020161290388,23.643145161291233,0.0
694,1.5,CC,3.640966666666669,26.566666666667054,0.0,3.615119047619052,21.802721088435952,0.0,3.6655392156862745,31.33986928104571,0.0,3.6236196236559204,23.65994623656005,0.0
695,1.5,CC,3.641083333333336,26.58333333333372,0.0,3.6152380952380994,21.819727891157044,0.0,3.6656372549019607,31.35620915032676,0.0,3.623737231182802,23.67674731182887,0.0
696,1.5,CC,3.6412000000000027,26.600000000000385,0.0,3.615357142857147,21.83673469387813,0.0,3.665735294117647,31.372549019607803,0.0,3.6238548387096836,23.69354838709769,0.0
697,1.5,CC,3.641316666666669,26.61666666666705,0.0,3.6154761904761945,21.85374149659922,0.0,3.6658333333333335,31.38888888888885,0.0,3.6239724462365657,23.710349462366505,0.0
698,1.5,CC,3.6414333333333357,26.633333333333713,0.0,3.615595238095242,21.87074829932031,0.0,3.6659313725490197,31.405228758169894,0.0,3.6240900537634473,23.727150537635325,0.0
699,1.5,CC,3.6415500000000027,26.65000000000038,0.0,3.61571428571429,21.8877551020414,0.0,3.666029411764706,31.42156862745094,0.0,3.624207661290329,23.743951612904144,0.0
700,1.5,CC,3.6416666666666693,26.666666666667044,0.0,3.6158333333333377,21.90476190476249,0.0,3.666127450980392,31.437908496731986,0.0,3.6243252688172105,23.76075268817296,0.0
701,1.5,CC,3.641783333333336,26.68333333333371,0.0,3.6159523809523852,21.92176870748358,0.0,3.6662254901960782,31.454248366013033,0.0,3.6244428763440926,23.77755376344178,0.0
702,1.5,CC,3.6419000000000024,26.700000000000372,0.0,3.616071428571433,21.93877551020467,0.0,3.666323529411765,31.470588235294077,0.0,3.624560483870974,23.7943548387106,0.0
703,1.5,CC,3.6420166666666693,26.716666666667038,0.0,3.6161904761904804,21.95578231292576,0.0,3.666421568627451,31.486928104575124,0.0,3.624678091397856,23.811155913979416,0.0
704,1.5,CC,3.642133333333336,26.733333333333704,0.0,3.616309523809528,21.972789115646847,0.0,3.6665196078431372,31.50326797385617,0.0,3.6247956989247374,23.827956989248236,0.0
705,1.5,CC,3.6422500000000024,26.75000000000037,0.0,3.6164285714285755,21.98979591836794,0.0,3.6666176470588234,31.519607843137216,0.0,3.6249133064516195,23.844758064517055,0.0
706,1.5,CC,3.642366666666669,26.76666666666703,0.0,3.616547619047623,22.006802721089027,0.0,3.6667156862745096,31.53594771241826,0.0,3.625030913978501,23.861559139785875,0.0
707,1.5,CC,3.642483333333336,26.783333333333697,0.0,3.6166666666666707,22.02380952381012,0.0,3.6668137254901962,31.552287581699307,0.0,3.6251485215053827,23.87836021505469,0.0
708,1.5,CC,3.6426000000000025,26.800000000000363,0.0,3.6167857142857187,22.040816326531207,0.0,3.6669117647058824,31.56862745098035,0.0,3.6252661290322648,23.89516129032351,0.0
709,1.5,CC,3.642716666666669,26.81666666666703,0.0,3.6169047619047663,22.057823129252295,0.0,3.6670098039215686,31.5849673202614,0.0,3.6253837365591464,23.91196236559233,0.0
710,1.5,CC,3.6428333333333356,26.83333333333369,0.0,3.617023809523814,22.074829931973387,0.0,3.667107843137255,31.601307189542442,0.0,3.625501344086028,23.928763440861147,0.0
711,1.5,CC,3.6429500000000026,26.850000000000357,0.0,3.6171428571428614,22.091836734694475,0.0,3.667205882352941,31.61764705882349,0.0,3.6256189516129096,23.945564516129966,0.0
712,1.5,CC,3.643066666666669,26.866666666667022,0.0,3.617261904761909,22.108843537415567,0.0,3.6673039215686276,31.633986928104534,0.0,3.6257365591397916,23.962365591398786,0.0
713,1.5,CC,3.6431833333333357,26.883333333333688,0.0,3.6173809523809566,22.125850340136655,0.0,3.667401960784314,31.65032679738558,0.0,3.6258541666666733,23.979166666667602,0.0
